transaction_id,account_id,date,type,description,merchant_category,amount,currency
TX00009869,AC000082,2022-12-22,Withdrawal,Withdrawal,,-1221.76,MXN
TX00009870,AC000082,2023-03-14,Deposit,Deposit,,6236.94,MXN
TX00009871,AC000082,2023-11-25,Fee,Fee,,-140.16,MXN
TX00009872,AC000082,2023-02-02,Transfer Out,Transfer Out,,-2436.15,MXN
TX00009873,AC000082,2022-10-27,Withdrawal,Withdrawal,,-930.81,MXN
TX00009874,AC000082,2022-07-23,POS Purchase,POS - Online,Online,-676.73,MXN
TX00009875,AC000082,2023-10-11,POS Purchase,POS - Electronics,Electronics,-487.03,MXN
TX00009876,AC000082,2023-01-17,Transfer Out,Transfer Out,,-4354.34,MXN
TX00009877,AC000082,2023-10-26,Withdrawal,Withdrawal,,-422.72,MXN
TX00009878,AC000082,2023-01-20,POS Purchase,POS - Travel,Travel,-565.9,MXN
TX00009879,AC000082,2022-10-28,POS Purchase,POS - Restaurants,Restaurants,-1161.32,MXN
TX00009880,AC000082,2022-12-23,POS Purchase,POS - Pharmacy,Pharmacy,-755.96,MXN
TX00009881,AC000082,2022-05-05,POS Purchase,POS - Travel,Travel,-26.91,MXN
TX00009882,AC000082,2023-10-26,POS Purchase,POS - Online,Online,-671.1,MXN
TX00009883,AC000082,2023-10-04,Withdrawal,Withdrawal,,-959.64,MXN
TX00009884,AC000082,2023-04-22,POS Purchase,POS - Groceries,Groceries,-169.8,MXN
TX00009885,AC000082,2023-10-06,POS Purchase,POS - Restaurants,Restaurants,-69.0,MXN
TX00009886,AC000082,2023-04-22,Withdrawal,Withdrawal,,-1343.95,MXN
TX00009887,AC000082,2022-10-08,POS Purchase,POS - Pharmacy,Pharmacy,-1495.62,MXN
TX00009888,AC000082,2022-07-17,POS Purchase,POS - Electronics,Electronics,-435.44,MXN
TX00009889,AC000082,2023-02-12,POS Purchase,POS - Electronics,Electronics,-960.84,MXN
TX00009890,AC000082,2022-04-26,Deposit,Deposit,,1815.42,MXN
TX00009891,AC000082,2023-08-07,Withdrawal,Withdrawal,,-1247.73,MXN
TX00009892,AC000082,2022-04-20,POS Purchase,POS - Pharmacy,Pharmacy,-1675.48,MXN
TX00009893,AC000082,2022-11-06,Deposit,Deposit,,2596.03,MXN
TX00009894,AC000082,2022-10-10,Transfer In,Transfer In,,2976.39,MXN
TX00009895,AC000082,2023-07-25,POS Purchase,POS - Restaurants,Restaurants,-575.08,MXN
TX00009896,AC000082,2022-04-29,Transfer Out,Transfer Out,,-779.28,MXN
TX00009897,AC000082,2022-07-07,POS Purchase,POS - Groceries,Groceries,-51.84,MXN
TX00009898,AC000082,2023-12-11,Withdrawal,Withdrawal,,-1291.79,MXN
TX00009899,AC000082,2022-09-06,POS Purchase,POS - Travel,Travel,-690.61,MXN
TX00009900,AC000082,2022-09-30,Fee,Fee,,-73.32,MXN
TX00009901,AC000082,2022-09-19,Deposit,Deposit,,1496.88,MXN
TX00009902,AC000082,2022-12-05,Deposit,Deposit,,3242.82,MXN
TX00009903,AC000082,2023-02-19,POS Purchase,POS - Fuel,Fuel,-645.65,MXN
TX00009904,AC000082,2023-09-21,POS Purchase,POS - Pharmacy,Pharmacy,-1463.23,MXN
TX00009905,AC000082,2022-02-09,Transfer Out,Transfer Out,,-3275.07,MXN
TX00009906,AC000082,2023-01-28,POS Purchase,POS - Pharmacy,Pharmacy,-524.09,MXN
TX00009907,AC000082,2023-10-20,POS Purchase,POS - Fuel,Fuel,-967.36,MXN
TX00009908,AC000082,2022-07-12,Deposit,Deposit,,5532.14,MXN
TX00009909,AC000082,2023-05-26,Deposit,Deposit,,2845.88,MXN
TX00009910,AC000082,2022-04-09,Transfer In,Transfer In,,192.44,MXN
TX00009911,AC000082,2022-01-24,Fee,Fee,,-115.04,MXN
TX00009912,AC000082,2023-06-11,Transfer Out,Transfer Out,,-1743.86,MXN
TX00009913,AC000082,2022-05-21,Deposit,Deposit,,3007.32,MXN
TX00009914,AC000082,2023-12-09,Deposit,Deposit,,3990.69,MXN
TX00009915,AC000082,2023-11-23,Deposit,Deposit,,6183.1,MXN
TX00009916,AC000082,2023-06-27,POS Purchase,POS - Electronics,Electronics,-1169.97,MXN
TX00009917,AC000082,2023-08-15,POS Purchase,POS - Travel,Travel,-682.4,MXN
TX00009918,AC000082,2023-02-07,POS Purchase,POS - Restaurants,Restaurants,-1328.8,MXN
TX00009919,AC000082,2023-03-16,Transfer Out,Transfer Out,,-741.99,MXN
TX00009920,AC000082,2022-05-23,Deposit,Deposit,,3728.08,MXN
TX00009921,AC000082,2022-12-13,Transfer In,Transfer In,,6764.14,MXN
TX00009922,AC000083,2022-11-13,Withdrawal,Withdrawal,,-459.97,MXN
TX00009923,AC000083,2022-04-28,Deposit,Deposit,,9.42,MXN
TX00009924,AC000083,2023-11-10,POS Purchase,POS - Travel,Travel,-1471.72,MXN
TX00009925,AC000083,2022-08-26,POS Purchase,POS - Electronics,Electronics,-65.37,MXN
TX00009926,AC000083,2023-08-19,POS Purchase,POS - Pharmacy,Pharmacy,-766.37,MXN
TX00009927,AC000083,2023-09-07,Transfer In,Transfer In,,7290.45,MXN
TX00009928,AC000083,2023-04-10,POS Purchase,POS - Fuel,Fuel,-1509.75,MXN
TX00009929,AC000083,2022-03-04,Withdrawal,Withdrawal,,-93.44,MXN
TX00009930,AC000083,2023-06-06,Transfer In,Transfer In,,3085.72,MXN
TX00009931,AC000083,2022-12-02,Withdrawal,Withdrawal,,-342.75,MXN
TX00009932,AC000083,2022-09-21,POS Purchase,POS - Groceries,Groceries,-24.26,MXN
TX00009933,AC000083,2023-01-19,POS Purchase,POS - Electronics,Electronics,-126.7,MXN
TX00009934,AC000083,2022-03-19,Withdrawal,Withdrawal,,-3217.84,MXN
TX00009935,AC000083,2023-06-18,Withdrawal,Withdrawal,,-2193.12,MXN
TX00009936,AC000083,2023-04-09,Withdrawal,Withdrawal,,-2226.61,MXN
TX00009937,AC000083,2022-10-05,POS Purchase,POS - Travel,Travel,-831.42,MXN
TX00009938,AC000083,2022-12-17,Deposit,Deposit,,1457.13,MXN
TX00009939,AC000083,2023-04-23,Transfer Out,Transfer Out,,-1307.32,MXN
TX00009940,AC000083,2023-12-08,Transfer In,Transfer In,,6046.7,MXN
TX00009941,AC000083,2023-09-28,Deposit,Deposit,,4915.19,MXN
TX00009942,AC000083,2022-07-31,Fee,Fee,,-32.09,MXN
TX00009943,AC000083,2022-02-22,POS Purchase,POS - Groceries,Groceries,-700.33,MXN
TX00009944,AC000083,2022-06-04,Deposit,Deposit,,2924.0,MXN
TX00009945,AC000083,2022-06-16,Deposit,Deposit,,622.48,MXN
TX00009946,AC000083,2023-12-21,POS Purchase,POS - Pharmacy,Pharmacy,-468.97,MXN
TX00009947,AC000083,2023-03-18,Transfer In,Transfer In,,812.85,MXN
TX00009948,AC000083,2023-11-03,POS Purchase,POS - Fuel,Fuel,-682.14,MXN
TX00009949,AC000083,2022-09-08,POS Purchase,POS - Fuel,Fuel,-196.45,MXN
TX00009950,AC000083,2023-06-18,POS Purchase,POS - Fuel,Fuel,-1035.89,MXN
TX00009951,AC000083,2023-04-05,POS Purchase,POS - Pharmacy,Pharmacy,-559.28,MXN
TX00009952,AC000083,2022-02-12,Fee,Fee,,-80.31,MXN
TX00009953,AC000083,2022-08-20,Deposit,Deposit,,7148.81,MXN
TX00009954,AC000083,2023-05-14,Fee,Fee,,-73.75,MXN
TX00009955,AC000083,2022-02-22,Withdrawal,Withdrawal,,-490.29,MXN
TX00009956,AC000083,2023-06-13,Deposit,Deposit,,628.46,MXN
TX00009957,AC000083,2023-11-26,Fee,Fee,,-52.57,MXN
TX00009958,AC000083,2022-07-04,POS Purchase,POS - Pharmacy,Pharmacy,-994.89,MXN
TX00009959,AC000083,2022-08-31,Fee,Fee,,-45.73,MXN
TX00009960,AC000083,2023-10-11,POS Purchase,POS - Groceries,Groceries,-324.74,MXN
TX00009961,AC000083,2022-05-30,Deposit,Deposit,,6127.91,MXN
TX00009962,AC000083,2022-02-12,POS Purchase,POS - Online,Online,-924.89,MXN
TX00009963,AC000083,2022-05-13,Withdrawal,Withdrawal,,-3354.7,MXN
TX00009964,AC000083,2022-04-11,Deposit,Deposit,,2243.97,MXN
TX00009965,AC000083,2022-08-20,POS Purchase,POS - Electronics,Electronics,-286.81,MXN
TX00009966,AC000083,2023-10-09,Withdrawal,Withdrawal,,-2283.22,MXN
TX00009967,AC000083,2023-11-13,Deposit,Deposit,,4287.93,MXN
TX00009968,AC000083,2023-04-28,Deposit,Deposit,,232.93,MXN
TX00009969,AC000083,2023-10-14,Deposit,Deposit,,2132.2,MXN
TX00009970,AC000083,2022-10-29,Withdrawal,Withdrawal,,-1350.38,MXN
TX00009971,AC000083,2022-03-01,POS Purchase,POS - Electronics,Electronics,-286.08,MXN
TX00009972,AC000083,2022-11-30,Deposit,Deposit,,2263.45,MXN
TX00009973,AC000083,2023-08-30,Transfer Out,Transfer Out,,-1998.36,MXN
TX00009974,AC000083,2022-12-08,Transfer Out,Transfer Out,,-874.05,MXN
TX00009975,AC000083,2023-09-04,Deposit,Deposit,,2737.15,MXN
TX00009976,AC000083,2023-09-18,POS Purchase,POS - Restaurants,Restaurants,-72.65,MXN
TX00009977,AC000083,2022-07-22,POS Purchase,POS - Pharmacy,Pharmacy,-252.32,MXN
TX00009978,AC000083,2022-08-20,Transfer In,Transfer In,,5427.36,MXN
TX00009979,AC000083,2023-11-10,Withdrawal,Withdrawal,,-763.59,MXN
TX00009980,AC000083,2022-06-13,Withdrawal,Withdrawal,,-1304.32,MXN
TX00009981,AC000083,2023-05-16,POS Purchase,POS - Restaurants,Restaurants,-170.35,MXN
TX00009982,AC000083,2023-12-04,Withdrawal,Withdrawal,,-1295.27,MXN
TX00009983,AC000083,2022-10-11,Fee,Fee,,-149.26,MXN
TX00009984,AC000083,2022-03-29,Withdrawal,Withdrawal,,-419.63,MXN
TX00009985,AC000083,2022-06-21,Withdrawal,Withdrawal,,-295.08,MXN
TX00009986,AC000083,2023-08-31,POS Purchase,POS - Electronics,Electronics,-1257.2,MXN
TX00009987,AC000083,2022-03-17,Deposit,Deposit,,1828.71,MXN
TX00009988,AC000083,2022-10-16,Withdrawal,Withdrawal,,-2526.36,MXN
TX00009989,AC000083,2023-02-06,POS Purchase,POS - Electronics,Electronics,-405.44,MXN
TX00009990,AC000083,2023-01-10,Fee,Fee,,-50.97,MXN
TX00009991,AC000083,2022-04-07,Fee,Fee,,-114.38,MXN
TX00009992,AC000083,2023-05-14,POS Purchase,POS - Travel,Travel,-920.51,MXN
TX00009993,AC000083,2023-11-02,Deposit,Deposit,,5397.66,MXN
TX00009994,AC000083,2023-04-15,POS Purchase,POS - Groceries,Groceries,-155.4,MXN
TX00009995,AC000083,2023-11-21,Deposit,Deposit,,3593.49,MXN
TX00009996,AC000083,2023-10-22,POS Purchase,POS - Electronics,Electronics,-184.14,MXN
TX00009997,AC000083,2023-10-26,POS Purchase,POS - Online,Online,-185.05,MXN
TX00009998,AC000083,2022-09-01,Transfer Out,Transfer Out,,-1787.65,MXN
TX00009999,AC000083,2023-05-06,POS Purchase,POS - Pharmacy,Pharmacy,-593.24,MXN
TX00010000,AC000083,2022-01-17,Deposit,Deposit,,1806.76,MXN
TX00010001,AC000083,2023-07-10,POS Purchase,POS - Travel,Travel,-469.43,MXN
TX00010002,AC000083,2022-03-16,Deposit,Deposit,,1786.81,MXN
TX00010003,AC000083,2023-03-30,POS Purchase,POS - Restaurants,Restaurants,-178.63,MXN
TX00010004,AC000083,2023-07-19,Deposit,Deposit,,3071.77,MXN
TX00010005,AC000083,2022-05-08,POS Purchase,POS - Online,Online,-973.41,MXN
TX00010006,AC000083,2023-03-14,Withdrawal,Withdrawal,,-795.28,MXN
TX00010007,AC000083,2022-02-20,Fee,Fee,,-120.85,MXN
TX00010008,AC000083,2023-11-11,Transfer In,Transfer In,,6294.1,MXN
TX00010009,AC000083,2022-06-28,POS Purchase,POS - Online,Online,-1054.81,MXN
TX00010010,AC000083,2022-05-14,POS Purchase,POS - Pharmacy,Pharmacy,-713.63,MXN
TX00010011,AC000083,2023-08-01,POS Purchase,POS - Travel,Travel,-711.19,MXN
TX00010012,AC000083,2022-12-15,POS Purchase,POS - Restaurants,Restaurants,-77.97,MXN
TX00010013,AC000083,2023-12-12,POS Purchase,POS - Groceries,Groceries,-897.02,MXN
TX00010014,AC000083,2022-08-03,Deposit,Deposit,,1543.98,MXN
TX00010015,AC000083,2022-06-21,Deposit,Deposit,,1624.73,MXN
TX00010016,AC000083,2022-02-02,POS Purchase,POS - Pharmacy,Pharmacy,-50.62,MXN
TX00010017,AC000083,2023-08-11,Fee,Fee,,-117.53,MXN
TX00010018,AC000083,2023-02-27,Withdrawal,Withdrawal,,-1126.65,MXN
TX00010019,AC000083,2023-03-28,Transfer Out,Transfer Out,,-2483.96,MXN
TX00010020,AC000083,2022-09-18,Withdrawal,Withdrawal,,-4280.35,MXN
TX00010021,AC000083,2022-06-08,POS Purchase,POS - Travel,Travel,-1393.33,MXN
TX00010022,AC000083,2022-02-24,Deposit,Deposit,,3557.67,MXN
TX00010023,AC000083,2023-08-10,POS Purchase,POS - Travel,Travel,-446.41,MXN
TX00010024,AC000083,2023-12-18,Deposit,Deposit,,1439.29,MXN
TX00010025,AC000083,2022-06-16,Fee,Fee,,-69.24,MXN
TX00010026,AC000083,2023-07-04,Withdrawal,Withdrawal,,-2357.26,MXN
TX00010027,AC000083,2022-01-12,Transfer Out,Transfer Out,,-743.49,MXN
TX00010028,AC000083,2022-10-28,Deposit,Deposit,,532.99,MXN
TX00010029,AC000083,2023-08-17,POS Purchase,POS - Travel,Travel,-441.41,MXN
TX00010030,AC000083,2023-10-11,POS Purchase,POS - Groceries,Groceries,-443.0,MXN
TX00010031,AC000083,2022-02-17,Transfer In,Transfer In,,5211.37,MXN
TX00010032,AC000083,2023-10-08,Deposit,Deposit,,3515.78,MXN
TX00010033,AC000083,2023-10-22,Transfer Out,Transfer Out,,-2989.25,MXN
TX00010034,AC000083,2023-12-02,POS Purchase,POS - Fuel,Fuel,-98.71,MXN
TX00010035,AC000083,2023-11-07,Transfer In,Transfer In,,3567.82,MXN
TX00010036,AC000083,2023-05-03,Deposit,Deposit,,1601.3,MXN
TX00010037,AC000083,2022-11-05,POS Purchase,POS - Electronics,Electronics,-368.23,MXN
TX00010038,AC000083,2023-03-15,POS Purchase,POS - Groceries,Groceries,-1141.42,MXN
TX00010039,AC000083,2022-08-20,Transfer In,Transfer In,,10768.33,MXN
TX00010040,AC000083,2022-08-30,Transfer In,Transfer In,,4112.93,MXN
TX00010041,AC000083,2022-11-29,POS Purchase,POS - Pharmacy,Pharmacy,-118.26,MXN
TX00010042,AC000083,2023-10-06,Deposit,Deposit,,3689.98,MXN
TX00010043,AC000083,2022-07-06,Transfer Out,Transfer Out,,-594.38,MXN
TX00010044,AC000083,2022-05-19,Withdrawal,Withdrawal,,-397.46,MXN
TX00010045,AC000083,2022-11-24,Withdrawal,Withdrawal,,-2172.29,MXN
TX00010046,AC000083,2022-05-14,POS Purchase,POS - Groceries,Groceries,-4.14,MXN
TX00010047,AC000083,2022-07-08,POS Purchase,POS - Pharmacy,Pharmacy,-341.66,MXN
TX00010048,AC000084,2023-04-14,Transfer Out,Transfer Out,,-1060.21,MXN
TX00010049,AC000084,2022-11-27,Withdrawal,Withdrawal,,-1438.63,MXN
TX00010050,AC000084,2023-03-18,Deposit,Deposit,,796.19,MXN
TX00010051,AC000084,2022-07-17,Withdrawal,Withdrawal,,-3706.72,MXN
TX00010052,AC000084,2022-11-22,Deposit,Deposit,,5870.96,MXN
TX00010053,AC000084,2023-08-03,Deposit,Deposit,,824.1,MXN
TX00010054,AC000084,2023-07-09,POS Purchase,POS - Travel,Travel,-1109.94,MXN
TX00010055,AC000084,2022-09-15,Transfer Out,Transfer Out,,-407.93,MXN
TX00010056,AC000084,2022-05-13,Transfer In,Transfer In,,3747.27,MXN
TX00010057,AC000084,2022-12-09,Withdrawal,Withdrawal,,-505.25,MXN
TX00010058,AC000084,2023-11-30,Deposit,Deposit,,5155.65,MXN
TX00010059,AC000084,2022-01-13,Fee,Fee,,-93.94,MXN
TX00010060,AC000084,2022-05-16,Deposit,Deposit,,4768.89,MXN
TX00010061,AC000084,2022-05-04,Withdrawal,Withdrawal,,-3692.06,MXN
TX00010062,AC000084,2023-07-30,Deposit,Deposit,,4058.88,MXN
TX00010063,AC000084,2023-04-17,Withdrawal,Withdrawal,,-1008.0,MXN
TX00010064,AC000084,2023-08-24,Withdrawal,Withdrawal,,-584.43,MXN
TX00010065,AC000084,2022-01-21,Withdrawal,Withdrawal,,-2558.08,MXN
TX00010066,AC000084,2023-08-16,Deposit,Deposit,,918.64,MXN
TX00010067,AC000084,2023-10-04,Deposit,Deposit,,4799.1,MXN
TX00010068,AC000084,2022-09-26,Withdrawal,Withdrawal,,-1306.24,MXN
TX00010069,AC000084,2023-12-05,POS Purchase,POS - Pharmacy,Pharmacy,-516.99,MXN
TX00010070,AC000084,2022-02-09,Fee,Fee,,-58.87,MXN
TX00010071,AC000084,2022-03-24,Withdrawal,Withdrawal,,-1440.95,MXN
TX00010072,AC000084,2023-12-19,Transfer In,Transfer In,,6987.07,MXN
TX00010073,AC000084,2022-01-28,POS Purchase,POS - Pharmacy,Pharmacy,-458.85,MXN
TX00010074,AC000084,2023-08-06,Fee,Fee,,-96.56,MXN
TX00010075,AC000084,2023-08-11,Withdrawal,Withdrawal,,-1074.38,MXN
TX00010076,AC000084,2023-02-20,POS Purchase,POS - Fuel,Fuel,-1597.44,MXN
TX00010077,AC000084,2022-01-23,Withdrawal,Withdrawal,,-2102.44,MXN
TX00010078,AC000084,2023-11-10,Transfer Out,Transfer Out,,-1435.39,MXN
TX00010079,AC000084,2023-02-28,Transfer Out,Transfer Out,,-597.74,MXN
TX00010080,AC000084,2022-07-23,Transfer Out,Transfer Out,,-672.21,MXN
TX00010081,AC000084,2022-11-18,POS Purchase,POS - Electronics,Electronics,-408.08,MXN
TX00010082,AC000084,2023-04-22,Deposit,Deposit,,2508.36,MXN
TX00010083,AC000084,2023-05-03,Withdrawal,Withdrawal,,-419.0,MXN
TX00010084,AC000084,2023-11-30,Deposit,Deposit,,3093.73,MXN
TX00010085,AC000084,2022-11-10,Transfer In,Transfer In,,1596.94,MXN
TX00010086,AC000084,2022-09-23,Deposit,Deposit,,2816.07,MXN
TX00010087,AC000084,2022-02-28,Withdrawal,Withdrawal,,-2598.18,MXN
TX00010088,AC000084,2023-05-25,Deposit,Deposit,,6434.27,MXN
TX00010089,AC000084,2022-04-07,Deposit,Deposit,,7175.83,MXN
TX00010090,AC000084,2023-07-31,Deposit,Deposit,,2442.88,MXN
TX00010091,AC000084,2022-01-05,POS Purchase,POS - Restaurants,Restaurants,-530.78,MXN
TX00010092,AC000084,2022-06-12,POS Purchase,POS - Electronics,Electronics,-37.54,MXN
TX00010093,AC000084,2022-09-05,Fee,Fee,,-89.17,MXN
TX00010094,AC000084,2022-02-04,Withdrawal,Withdrawal,,-314.25,MXN
TX00010095,AC000084,2023-02-27,Deposit,Deposit,,5001.24,MXN
TX00010096,AC000084,2022-06-12,Withdrawal,Withdrawal,,-777.1,MXN
TX00010097,AC000084,2022-05-10,Withdrawal,Withdrawal,,-16.84,MXN
TX00010098,AC000084,2023-11-30,Transfer Out,Transfer Out,,-3212.09,MXN
TX00010099,AC000084,2023-05-05,POS Purchase,POS - Online,Online,-1423.26,MXN
TX00010100,AC000084,2023-02-11,POS Purchase,POS - Groceries,Groceries,-882.74,MXN
TX00010101,AC000084,2023-11-27,Withdrawal,Withdrawal,,-1718.68,MXN
TX00010102,AC000084,2023-04-25,POS Purchase,POS - Travel,Travel,-996.28,MXN
TX00010103,AC000084,2022-03-27,POS Purchase,POS - Groceries,Groceries,-443.84,MXN
TX00010104,AC000084,2022-09-06,Deposit,Deposit,,1046.34,MXN
TX00010105,AC000084,2022-04-11,POS Purchase,POS - Travel,Travel,-422.21,MXN
TX00010106,AC000084,2022-04-15,Withdrawal,Withdrawal,,-292.09,MXN
TX00010107,AC000084,2023-12-07,POS Purchase,POS - Groceries,Groceries,-671.71,MXN
TX00010108,AC000084,2022-05-03,Transfer In,Transfer In,,3184.64,MXN
TX00010109,AC000084,2022-08-11,POS Purchase,POS - Online,Online,-496.76,MXN
TX00010110,AC000084,2022-02-05,Withdrawal,Withdrawal,,-1267.99,MXN
TX00010111,AC000084,2022-05-12,Fee,Fee,,-122.64,MXN
TX00010112,AC000084,2022-11-22,Withdrawal,Withdrawal,,-2626.57,MXN
TX00010113,AC000084,2023-10-10,POS Purchase,POS - Restaurants,Restaurants,-773.63,MXN
TX00010114,AC000084,2023-01-04,Transfer Out,Transfer Out,,-1136.05,MXN
TX00010115,AC000084,2023-04-13,Transfer In,Transfer In,,4414.64,MXN
TX00010116,AC000084,2022-11-01,POS Purchase,POS - Travel,Travel,-696.68,MXN
TX00010117,AC000084,2023-08-04,POS Purchase,POS - Electronics,Electronics,-809.78,MXN
TX00010118,AC000084,2023-09-16,POS Purchase,POS - Groceries,Groceries,-1452.26,MXN
TX00010119,AC000084,2023-02-24,Transfer In,Transfer In,,2970.21,MXN
TX00010120,AC000084,2022-11-25,Deposit,Deposit,,2322.04,MXN
TX00010121,AC000084,2022-12-01,Transfer Out,Transfer Out,,-3192.78,MXN
TX00010122,AC000084,2023-08-02,Withdrawal,Withdrawal,,-2592.73,MXN
TX00010123,AC000084,2022-05-25,Transfer In,Transfer In,,77.26,MXN
TX00010124,AC000084,2023-09-11,POS Purchase,POS - Pharmacy,Pharmacy,-1436.43,MXN
TX00010125,AC000084,2022-03-08,Deposit,Deposit,,1297.15,MXN
TX00010126,AC000084,2023-12-18,Withdrawal,Withdrawal,,-2527.28,MXN
TX00010127,AC000084,2022-07-22,Withdrawal,Withdrawal,,-546.51,MXN
TX00010128,AC000084,2022-07-28,Deposit,Deposit,,2714.74,MXN
TX00010129,AC000084,2023-04-23,Transfer Out,Transfer Out,,-1503.57,MXN
TX00010130,AC000084,2022-01-06,Withdrawal,Withdrawal,,-2271.26,MXN
TX00010131,AC000084,2023-05-14,Deposit,Deposit,,2225.81,MXN
TX00010132,AC000084,2023-12-23,POS Purchase,POS - Fuel,Fuel,-979.7,MXN
TX00010133,AC000084,2023-02-26,POS Purchase,POS - Pharmacy,Pharmacy,-9.76,MXN
TX00010134,AC000084,2022-11-27,Deposit,Deposit,,366.85,MXN
TX00010135,AC000084,2022-03-12,Transfer In,Transfer In,,953.15,MXN
TX00010136,AC000084,2023-01-01,Withdrawal,Withdrawal,,-689.26,MXN
TX00010137,AC000084,2023-05-04,Deposit,Deposit,,6732.78,MXN
TX00010138,AC000084,2023-09-03,Transfer Out,Transfer Out,,-2187.76,MXN
TX00010139,AC000084,2023-10-17,Transfer In,Transfer In,,5665.27,MXN
TX00010140,AC000084,2023-05-22,POS Purchase,POS - Online,Online,-573.79,MXN
TX00010141,AC000084,2022-11-22,Withdrawal,Withdrawal,,-90.11,MXN
TX00010142,AC000084,2023-07-02,POS Purchase,POS - Pharmacy,Pharmacy,-644.97,MXN
TX00010143,AC000084,2022-02-20,POS Purchase,POS - Pharmacy,Pharmacy,-162.73,MXN
TX00010144,AC000084,2023-09-06,Transfer In,Transfer In,,3056.56,MXN
TX00010145,AC000084,2022-02-16,POS Purchase,POS - Travel,Travel,-536.19,MXN
TX00010146,AC000084,2023-02-01,POS Purchase,POS - Travel,Travel,-1030.0,MXN
TX00010147,AC000084,2022-05-23,POS Purchase,POS - Restaurants,Restaurants,-405.41,MXN
TX00010148,AC000084,2023-06-11,Fee,Fee,,-118.85,MXN
TX00010149,AC000084,2022-08-31,Fee,Fee,,-57.4,MXN
TX00010150,AC000084,2022-02-06,Fee,Fee,,-70.69,MXN
TX00010151,AC000084,2023-05-29,Withdrawal,Withdrawal,,-2007.82,MXN
TX00010152,AC000084,2023-09-08,Deposit,Deposit,,858.47,MXN
TX00010153,AC000084,2022-12-28,Deposit,Deposit,,93.69,MXN
TX00010154,AC000084,2022-02-22,POS Purchase,POS - Travel,Travel,-649.94,MXN
TX00010155,AC000084,2022-11-27,POS Purchase,POS - Travel,Travel,-844.33,MXN
TX00010156,AC000084,2022-04-10,POS Purchase,POS - Restaurants,Restaurants,-61.89,MXN
TX00010157,AC000084,2022-10-04,POS Purchase,POS - Fuel,Fuel,-1069.04,MXN
TX00010158,AC000084,2022-09-19,Withdrawal,Withdrawal,,-1569.03,MXN
TX00010159,AC000084,2023-05-03,Deposit,Deposit,,2477.63,MXN
TX00010160,AC000084,2023-10-16,Withdrawal,Withdrawal,,-1627.78,MXN
TX00010161,AC000084,2023-05-16,POS Purchase,POS - Electronics,Electronics,-319.89,MXN
TX00010162,AC000084,2022-03-08,Deposit,Deposit,,3339.8,MXN
TX00010163,AC000084,2022-05-03,Withdrawal,Withdrawal,,-3237.36,MXN
TX00010164,AC000084,2022-08-03,Transfer In,Transfer In,,380.24,MXN
TX00010165,AC000084,2023-10-10,Transfer Out,Transfer Out,,-1665.14,MXN
TX00010166,AC000084,2023-08-04,POS Purchase,POS - Online,Online,-1404.3,MXN
TX00010167,AC000084,2023-09-21,POS Purchase,POS - Electronics,Electronics,-1079.18,MXN
TX00010168,AC000084,2023-11-15,Transfer In,Transfer In,,3868.59,MXN
TX00010169,AC000084,2023-09-17,Deposit,Deposit,,4229.38,MXN
TX00010170,AC000085,2022-05-12,Withdrawal,Withdrawal,,-89.28,MXN
TX00010171,AC000085,2022-08-31,POS Purchase,POS - Travel,Travel,-775.51,MXN
TX00010172,AC000085,2022-08-17,POS Purchase,POS - Travel,Travel,-921.33,MXN
TX00010173,AC000085,2022-03-11,POS Purchase,POS - Groceries,Groceries,-362.05,MXN
TX00010174,AC000085,2022-04-01,POS Purchase,POS - Restaurants,Restaurants,-859.51,MXN
TX00010175,AC000085,2023-06-08,POS Purchase,POS - Groceries,Groceries,-419.05,MXN
TX00010176,AC000085,2022-06-25,Withdrawal,Withdrawal,,-896.61,MXN
TX00010177,AC000085,2023-01-25,Deposit,Deposit,,17.97,MXN
TX00010178,AC000085,2023-11-02,Withdrawal,Withdrawal,,-1893.38,MXN
TX00010179,AC000085,2023-06-06,Transfer Out,Transfer Out,,-3207.9,MXN
TX00010180,AC000085,2022-09-06,Deposit,Deposit,,4515.94,MXN
TX00010181,AC000085,2022-01-22,POS Purchase,POS - Electronics,Electronics,-275.23,MXN
TX00010182,AC000085,2023-01-13,Transfer Out,Transfer Out,,-1428.28,MXN
TX00010183,AC000085,2023-05-27,POS Purchase,POS - Pharmacy,Pharmacy,-956.26,MXN
TX00010184,AC000085,2022-01-01,Withdrawal,Withdrawal,,-2449.93,MXN
TX00010185,AC000085,2022-11-10,Withdrawal,Withdrawal,,-935.88,MXN
TX00010186,AC000085,2022-01-10,Withdrawal,Withdrawal,,-1623.12,MXN
TX00010187,AC000085,2022-05-21,POS Purchase,POS - Groceries,Groceries,-975.3,MXN
TX00010188,AC000085,2023-04-06,POS Purchase,POS - Pharmacy,Pharmacy,-1224.78,MXN
TX00010189,AC000085,2023-03-08,Fee,Fee,,-99.49,MXN
TX00010190,AC000085,2023-09-27,Deposit,Deposit,,2912.75,MXN
TX00010191,AC000085,2023-08-31,POS Purchase,POS - Travel,Travel,-368.78,MXN
TX00010192,AC000085,2022-05-21,Transfer In,Transfer In,,2466.15,MXN
TX00010193,AC000085,2022-02-10,Transfer Out,Transfer Out,,-1846.06,MXN
TX00010194,AC000085,2023-06-19,POS Purchase,POS - Electronics,Electronics,-468.16,MXN
TX00010195,AC000085,2022-06-21,POS Purchase,POS - Groceries,Groceries,-869.78,MXN
