card_tx_id,card_id,date,merchant_category,amount_mxn,currency,card_program_variant
CCT00002454,CC0000017,2022-10-27,Pharmacy,-929.13,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002409,CC0000017,2022-10-28,Online,-1114.07,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002397,CC0000017,2022-11-05,Electronics,-1407.37,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002471,CC0000017,2022-11-09,Travel,-45.97,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002401,CC0000017,2022-11-20,Restaurants,-1102.32,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002466,CC0000017,2022-11-30,Restaurants,-672.37,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002444,CC0000017,2022-12-04,Online,-147.99,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002415,CC0000017,2022-12-07,Pharmacy,-189.54,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002375,CC0000017,2022-12-08,Online,-1122.55,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002411,CC0000017,2022-12-12,Pharmacy,-960.27,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002477,CC0000017,2022-12-12,Pharmacy,-632.82,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002467,CC0000017,2022-12-25,Fuel,-890.6,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002468,CC0000017,2022-12-29,Groceries,-1322.57,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002364,CC0000017,2022-12-31,Online,-410.49,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002503,CC0000017,2023-01-02,Restaurants,-739.42,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002406,CC0000017,2023-01-04,Travel,-172.06,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002472,CC0000017,2023-01-04,Travel,-1121.31,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002398,CC0000017,2023-01-06,Travel,-602.65,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002435,CC0000017,2023-01-11,Online,-1146.87,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002362,CC0000017,2023-01-12,Groceries,-1309.31,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002475,CC0000017,2023-01-13,Fuel,-1231.32,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002418,CC0000017,2023-01-15,Online,-1086.91,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002363,CC0000017,2023-01-17,Online,-992.5,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002350,CC0000017,2023-01-23,Fuel,-498.92,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002497,CC0000017,2023-01-23,Restaurants,-1431.63,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002358,CC0000017,2023-01-26,Online,-451.09,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002379,CC0000017,2023-01-30,Travel,-1336.52,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002359,CC0000017,2023-02-09,Restaurants,-846.33,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002448,CC0000017,2023-02-12,Fuel,-473.21,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002357,CC0000017,2023-02-15,Restaurants,-554.91,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002505,CC0000017,2023-02-17,Travel,-427.1,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002399,CC0000017,2023-02-19,Electronics,-447.27,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002373,CC0000017,2023-02-20,Groceries,-528.38,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002428,CC0000017,2023-02-24,Electronics,-1495.96,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002501,CC0000017,2023-02-24,Restaurants,-144.92,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002425,CC0000017,2023-02-25,Pharmacy,-466.37,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002382,CC0000017,2023-03-19,Restaurants,-1290.94,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002370,CC0000017,2023-03-27,Electronics,-1160.8,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002427,CC0000017,2023-03-27,Pharmacy,-103.84,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002426,CC0000017,2023-04-02,Refund,98.92,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002422,CC0000017,2023-04-10,Pharmacy,-1537.81,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002450,CC0000017,2023-04-12,Online,-1226.77,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002400,CC0000017,2023-04-23,Restaurants,-981.32,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002421,CC0000017,2023-04-23,Electronics,-631.25,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002419,CC0000017,2023-04-27,Groceries,-361.33,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002493,CC0000017,2023-04-27,Groceries,-1353.15,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002414,CC0000017,2023-05-01,Travel,-342.92,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002507,CC0000017,2023-05-03,Restaurants,-621.58,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002485,CC0000017,2023-05-04,Restaurants,-520.3,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002365,CC0000017,2023-05-09,Groceries,-1695.68,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002502,CC0000017,2023-05-09,Travel,-988.51,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002351,CC0000017,2023-05-30,Groceries,-1446.34,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002484,CC0000017,2023-06-01,Pharmacy,-1765.63,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002404,CC0000017,2023-06-06,Refund,748.53,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002413,CC0000017,2023-06-11,Online,-478.24,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002441,CC0000017,2023-06-11,Refund,367.99,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002495,CC0000017,2023-06-13,Travel,-12.28,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002440,CC0000017,2023-06-18,Fuel,-370.17,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002473,CC0000017,2023-06-22,Restaurants,-1048.73,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002366,CC0000017,2023-06-23,Fuel,-112.1,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002372,CC0000017,2023-06-26,Groceries,-513.35,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002354,CC0000017,2023-07-04,Groceries,-1107.97,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002371,CC0000017,2023-07-05,Restaurants,-291.29,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002408,CC0000017,2023-07-07,Restaurants,-653.68,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002492,CC0000017,2023-07-14,Restaurants,-1110.69,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002439,CC0000017,2023-07-19,Fuel,-620.63,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002504,CC0000017,2023-07-26,Groceries,-975.81,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002498,CC0000017,2023-08-02,Travel,-397.22,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002424,CC0000017,2023-08-16,Restaurants,-409.0,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002367,CC0000017,2023-08-17,Fuel,-959.86,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002494,CC0000017,2023-08-18,Electronics,-1407.08,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002381,CC0000017,2023-08-19,Pharmacy,-700.71,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002388,CC0000017,2023-08-23,Online,-656.31,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002346,CC0000017,2023-08-27,Restaurants,-1009.15,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002347,CC0000017,2023-08-27,Groceries,-251.03,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002460,CC0000017,2023-08-28,Online,-1297.53,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002432,CC0000017,2023-08-30,Online,-897.96,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002465,CC0000017,2023-08-31,Groceries,-1215.32,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002463,CC0000017,2023-09-01,Electronics,-1941.54,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002508,CC0000017,2023-09-16,Online,-449.35,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002387,CC0000017,2023-09-18,Online,-872.6,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002489,CC0000017,2023-10-06,Pharmacy,-507.56,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002480,CC0000017,2023-10-07,Online,-1185.43,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002405,CC0000017,2023-10-11,Groceries,-951.43,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002384,CC0000017,2023-10-13,Electronics,-254.28,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002449,CC0000017,2023-10-14,Refund,630.25,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002490,CC0000017,2023-10-18,Refund,565.77,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002442,CC0000017,2023-10-22,Fuel,-300.0,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002438,CC0000017,2023-10-25,Fuel,-1699.61,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002417,CC0000017,2023-11-01,Electronics,-736.68,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002433,CC0000017,2023-11-01,Refund,763.98,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002402,CC0000017,2023-11-02,Electronics,-2272.07,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002479,CC0000017,2023-11-10,Online,-480.28,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002445,CC0000017,2023-11-14,Online,-926.54,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002506,CC0000017,2023-11-21,Fuel,-1098.36,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002481,CC0000017,2023-12-09,Pharmacy,-822.32,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002391,CC0000017,2023-12-17,Fuel,-163.3,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002356,CC0000017,2023-12-19,Fuel,-1194.43,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002487,CC0000017,2023-12-22,Groceries,-316.8,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002396,CC0000017,2023-12-25,Restaurants,-313.33,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002496,CC0000017,2023-12-27,Refund,788.68,MXN,"{""payment_options"":{""number_payments"":12,""apr"":15.12},""type"":""gold""}"
CCT00002619,CC0000018,2022-01-03,Travel,-1415.02,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002575,CC0000018,2022-01-06,Online,-132.54,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002593,CC0000018,2022-01-06,Pharmacy,-982.33,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002669,CC0000018,2022-01-07,Restaurants,-1121.47,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002671,CC0000018,2022-01-09,Groceries,-902.5,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002554,CC0000018,2022-01-18,Travel,-375.09,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002680,CC0000018,2022-01-20,Groceries,-409.42,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002577,CC0000018,2022-02-08,Groceries,-976.37,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002579,CC0000018,2022-02-20,Groceries,-610.38,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002634,CC0000018,2022-02-22,Groceries,-554.28,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002681,CC0000018,2022-02-25,Groceries,-78.77,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002692,CC0000018,2022-03-05,Restaurants,-287.11,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002615,CC0000018,2022-03-08,Travel,-175.84,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002573,CC0000018,2022-03-17,Pharmacy,-419.16,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002574,CC0000018,2022-03-18,Electronics,-1017.58,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002580,CC0000018,2022-03-21,Restaurants,-141.79,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002683,CC0000018,2022-03-26,Electronics,-334.03,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002607,CC0000018,2022-04-01,Pharmacy,-282.15,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002541,CC0000018,2022-04-02,Pharmacy,-86.68,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002636,CC0000018,2022-04-04,Pharmacy,-519.04,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002539,CC0000018,2022-04-16,Electronics,-399.0,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002545,CC0000018,2022-04-16,Travel,-1627.97,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002654,CC0000018,2022-04-16,Electronics,-458.25,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002555,CC0000018,2022-04-17,Online,-488.64,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002630,CC0000018,2022-04-17,Pharmacy,-662.62,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002655,CC0000018,2022-04-17,Groceries,-271.89,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002648,CC0000018,2022-04-23,Groceries,-987.13,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002544,CC0000018,2022-04-30,Restaurants,-968.9,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002597,CC0000018,2022-04-30,Electronics,-176.44,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002550,CC0000018,2022-05-05,Restaurants,-1935.15,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002540,CC0000018,2022-05-07,Groceries,-374.21,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002546,CC0000018,2022-05-18,Travel,-1456.01,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002552,CC0000018,2022-05-19,Electronics,-421.82,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002599,CC0000018,2022-05-19,Restaurants,-620.78,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002686,CC0000018,2022-05-21,Travel,-1925.89,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002631,CC0000018,2022-05-25,Online,-1240.4,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002644,CC0000018,2022-05-25,Online,-478.84,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002627,CC0000018,2022-06-08,Groceries,-376.86,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002536,CC0000018,2022-06-11,Fuel,-329.33,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002551,CC0000018,2022-06-26,Refund,769.97,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002534,CC0000018,2022-07-07,Fuel,-189.05,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002558,CC0000018,2022-07-08,Refund,379.9,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002572,CC0000018,2022-07-09,Travel,-1147.85,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002624,CC0000018,2022-07-10,Restaurants,-294.11,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002537,CC0000018,2022-07-11,Groceries,-749.72,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002676,CC0000018,2022-07-16,Restaurants,-866.1,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002571,CC0000018,2022-07-17,Groceries,-504.16,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002685,CC0000018,2022-07-19,Electronics,-683.59,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002693,CC0000018,2022-07-21,Fuel,-1558.29,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002601,CC0000018,2022-07-23,Restaurants,-1478.3,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002606,CC0000018,2022-07-23,Online,-489.87,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002591,CC0000018,2022-07-30,Refund,122.97,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002511,CC0000018,2022-08-01,Restaurants,-1286.0,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002595,CC0000018,2022-08-01,Electronics,-401.46,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002547,CC0000018,2022-08-05,Restaurants,-1618.57,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002556,CC0000018,2022-08-08,Travel,-1127.23,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002530,CC0000018,2022-08-16,Travel,-308.44,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002582,CC0000018,2022-08-17,Fuel,-563.91,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002594,CC0000018,2022-08-18,Travel,-766.97,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002611,CC0000018,2022-08-25,Groceries,-673.8,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002677,CC0000018,2022-08-27,Groceries,-1207.89,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002635,CC0000018,2022-09-05,Restaurants,-1518.8,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002640,CC0000018,2022-09-08,Restaurants,-932.89,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002542,CC0000018,2022-09-14,Groceries,-1029.22,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002569,CC0000018,2022-09-20,Electronics,-638.12,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002518,CC0000018,2022-09-25,Electronics,-531.98,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002576,CC0000018,2022-09-29,Travel,-493.28,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002689,CC0000018,2022-09-29,Groceries,-48.77,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002643,CC0000018,2022-10-03,Groceries,-1442.34,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002638,CC0000018,2022-10-15,Fuel,-591.14,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002682,CC0000018,2022-10-15,Fuel,-647.61,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002565,CC0000018,2022-10-20,Online,-243.15,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002570,CC0000018,2022-10-23,Refund,1177.51,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002532,CC0000018,2022-10-24,Online,-569.88,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002647,CC0000018,2022-10-24,Fuel,-999.72,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002629,CC0000018,2022-10-25,Travel,-1509.62,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002562,CC0000018,2022-10-28,Pharmacy,-834.4,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002598,CC0000018,2022-10-31,Fuel,-1421.62,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002662,CC0000018,2022-11-01,Online,-78.21,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002666,CC0000018,2022-11-04,Travel,-832.36,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002590,CC0000018,2022-11-05,Restaurants,-825.54,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002586,CC0000018,2022-11-19,Groceries,-1369.76,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002672,CC0000018,2022-11-26,Restaurants,-1123.41,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002691,CC0000018,2022-11-27,Electronics,-542.98,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002690,CC0000018,2022-12-03,Pharmacy,-52.35,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002583,CC0000018,2022-12-07,Online,-335.26,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002694,CC0000018,2022-12-09,Groceries,-1926.77,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002609,CC0000018,2022-12-16,Pharmacy,-1249.67,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002519,CC0000018,2022-12-21,Travel,-1202.73,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002617,CC0000018,2022-12-25,Groceries,-333.94,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
CCT00002535,CC0000018,2023-01-01,Groceries,-1848.19,MXN,"{""payment_options"":{""number_payments"":6,""apr"":0},""type"":""platinum""}"
